brandId,brandName,name,bio,price,currency,category,imageUrl,productUrl,isFeatured
,HAYA ACTIVE,Printed Sports Hijab - Ocean,"It's usually very hard to attribute cooling, lightweight & breathable to a sports hijab. But after 1 year of fabric research and reiteration, we have managed to achieve a sports hijab that has all the properties you need to have a comfortable workout, whilst letting you style your hijab like you normally would.",19.99,GBP,hijabs,https://haya-active.com/cdn/shop/files/ocean3_533x.jpg?v=1764340907,https://haya-active.com/products/sports-hijab-1,1
,HAYA ACTIVE,Printed Sports Hijab - Midnight,"It's usually very hard to attribute cooling, lightweight & breathable to a sports hijab. But after 1 year of fabric research and reiteration, we have managed to achieve a sports hijab that has all the properties you need to have a comfortable workout, whilst letting you style your hijab like you normally would.",19.99,GBP,hijabs,https://haya-active.com/cdn/shop/files/midnight1_533x.jpg?v=1764341193,https://haya-active.com/products/printed-sports-hijab-midnight,1
,HAYA ACTIVE,Essential Training Top - Pink,"This top was designed specifically to relieve you of these issues. The fabric used is very lightweight, breathable and sweat-wicking. Perfect for high-intensity activity. So you can go hard in the gym or on your run and still feel comfortable and cool.",39,GBP,tops,https://haya-active.com/cdn/shop/files/essentialpinkmain_533x.jpg?v=1760112880,https://haya-active.com/products/essential-training-top-pink,1
,HAYA ACTIVE,Wide Leg Pant - Pink,"You need something loose but flattering, breathable but durable—something you can lift in, run errands in, and feel confident wearing anywhere.",39,GBP,,https://haya-active.com/cdn/shop/files/widepinkmain_533x.jpg?v=1760112322,https://haya-active.com/products/wide-leg-pant-pink,1
,LYRA MODEST,Luxe Long Sleeve T-Shirt,"Crafted with butter-soft Modal fabric, thumbholes, back scoop and cinch detailing, this Lock-in long sleeve top offers unparalleled fit and comfort as you move. Experience full range of motion without readjusting or compromising on coverage in your new modest workout top. ",40,GBP,tops,https://lyramodest.com/cdn/shop/files/LUXELONG_BLACK_ECOM_FRONT.jpg,https://lyramodest.com/products/luxe-long-sleeve-t-shirt,1
,LYRA MODEST,Skirt Wrap Trouser,Experience full coverage and style at its finest. Your New Favourite Wide Leg elevates expectations of modest activewear giving you the confidence you need to move freely in any setting. No more tugging down the shirt in between sets. Experience the freedom of intentional modest activewear design.  ,70,GBP,activewear,https://lyramodest.com/cdn/shop/files/SH20_LyraModest_21Nov_0529_RF_Web.jpg,https://lyramodest.com/products/skirt-wrap-trouser,1
,LYRA MODEST,Mila Knit Co-ord Jumper,"A relaxed-fit knit designed for comfort and effortless style. Featuring a softly structured high neck, dropped shoulders, and deep rib detailing across the cuffs and hem. The front is finished with a subtle curved hemline for added shape and coverage. Style with the matching trousers for a refined, easygoing co-ord look.",95,GBP,tops,https://lyramodest.com/cdn/shop/files/Mila_Knit_Jumper_Black_5.jpg,https://lyramodest.com/products/mila-knot-co-ord-jumper,1
,LYRA MODEST,Sofia Classic,"This is the ultimate in modest swimwear that will have you covered and photo-ready all summer long. Glide through the waters 4-way stretch material powered by patented Italian Ribelux™ exclusive to LYRA. You get 5 times more freedom of movement than polyester. Switch from poolside posing to lengthy laps in lightweight, fast-drying material perfected so you can focus on getting to your next adventure.",110,GBP,swimwear,https://lyramodest.com/cdn/shop/files/LYRAcampaign21-30_86149482-df1b-4343-bfab-fd6e7941bb87.jpg,https://lyramodest.com/products/sofia-classic,1
,LYRA MODEST,Sofia Pastel,"The classic, elevated. Everything you loved about the Signature collection with a pastel twist. Make waves with the ultimate in modest swimwear. Fuse form and function in this flattering silhouette that doesn’t compromise modesty. Glide through the waters in 4-way stretch material, powered by patented Italian Ribelux™ exclusive to LYRA. You get 5 times more freedom of movement than polyester. Switch from poolside posing to lengthy laps in lightweight, fast-drying material perfected so you can focus on getting to your next adventure.",110,GBP,swimwear,https://lyramodest.com/cdn/shop/files/LYRACAMPAIGN-29.jpg,https://lyramodest.com/products/sofia-pastel,1
,LYRA MODEST,Sofia Crop,You said you needed the cropped cut so we made you the Crop. The short-sleeved swim-top and cropped leggings keep you modestly covered whilst allowing some of your skin to breathe. Customise your coverage throughout your day with the detachable scoop skirt and optional classic turban. Experience featherlight coverage and instant drying powered by patented Italian Ribelux™ 4-way stretch material exclusive to LYRA.,110,GBP,swimwear,https://lyramodest.com/cdn/shop/files/LYRAcampaign21-03_1.jpg,https://lyramodest.com/products/sofia-crop-1,1
,LYRA MODEST,Sofia Shimmer,"Glisten by the water in the Signature Collection gets a romantic shimmer makeover. Wrap yourself in 11 stages of craftsmanship to experience the swimsuit that upgraded our expectations of modest swimwear. Fast-drying, patented Italian Ribelux™ material exclusive to LYRA, perfected so you can focus on enjoying your time in the water, no ballooning as you swim. ",120,GBP,swimwear,https://lyramodest.com/cdn/shop/files/SHIMMERCOVERPIC.jpg,https://lyramodest.com/products/sofia-shimmer,1
,LYRA MODEST,Soraya,"The all-new SORAYA - a refined evolution of modest swimwear, now featuring our first-ever built-in waterproof charm accessory, seamlessly integrated into the design. A subtle, gold-toned signature ring charm adds a distinctive, feminine accent — secure, sea-safe, and effortlessly chic. Crafted from LYRA’s exclusive Italian Ribelux™ fabric, SORAYA delivers 4-way stretch that adapts to every movement. It's 5x more flexible than standard polyester, offering lightweight, quick-dry comfort for all-day wear — from open-water swims to sunset walks.",125,GBP,,https://lyramodest.com/cdn/shop/files/SORAYACOVER.png,https://lyramodest.com/products/soraya,1
,MERRACHI,Essential Jersey Dress Short | Dark Brown,"This jersey dress is cut from stretchy jersey that's expertly knitted. It's made with a high neck and long sleeves, then falls to a maxi hem.",89,EUR,dresses,https://bymerrachi.com/cdn/shop/files/Essential_Jersey_Dress_Regular_Dark_Brown_BM_E_2460.jpg,https://bymerrachi.com/products/essential-jersey-dress-short-dark-brown,1
,MERRACHI,Essential Jersey Dress Regular | Dark Brown,"This jersey dress is cut from stretchy jersey that's expertly knitted. It's made with a high neck and long sleeves, then falls to a maxi hem.",89,EUR,dresses,https://bymerrachi.com/cdn/shop/files/Essential_Jersey_Dress_Regular_Dark_Brown_BM_E_2460_b4c8acd3-9f08-41c5-b093-ac0c2009bf78.jpg,https://bymerrachi.com/products/essential-jersey-dress-regular-dark-brown,1
,MERRACHI,Essential Dress Short | Dark Brown,"Our best-selling Essential Dress is a minimalist, elegant piece featuring a full-length, flowing silhouette with long, wide sleeves and a high neckline, designed for comfort and simplicity, and pairs perfectly with the Essential Abaya and Essential Leggings.",90,EUR,dresses,https://bymerrachi.com/cdn/shop/files/Essential_Dress_Regular_Dark_Brown_BM_F_0648.jpg,https://bymerrachi.com/products/essential-dress-short-dark-brown,1
,MERRACHI,Essential Dress Regular | Khaki,"Our best-selling Essential Dress is a minimalist, elegant piece featuring a full-length, flowing silhouette with long, wide sleeves and a high neckline, designed for comfort and simplicity, and pairs perfectly with the Essential Abaya and Essential Leggings.",90,EUR,dresses,https://bymerrachi.com/cdn/shop/files/Essential_Dress_Regular_Khaki_BM_F_1107_cf8348d8-cbd3-444b-821c-b486d8508f51.jpg,https://bymerrachi.com/products/essential-dress-regular-khaki,1
,MERRACHI,Essential Dress Regular | Chocolate,"Our best-selling Essential Dress is a minimalist, elegant piece featuring a full-length, flowing silhouette with long, wide sleeves and a high neckline, designed for comfort and simplicity, and pairs perfectly with the Essential Abaya and Essential Leggings.",90,EUR,dresses,https://bymerrachi.com/cdn/shop/files/Essential_Dress_Regular_Chocolate_BM_E_1421.jpg,https://bymerrachi.com/products/essential-dress-regular-chocolate,1
,MERRACHI,Essential Dress Short | Khaki,"Our best-selling Essential Dress is a minimalist, elegant piece featuring a full-length, flowing silhouette with long, wide sleeves and a high neckline, designed for comfort and simplicity, and pairs perfectly with the Essential Abaya and Essential Leggings.",90,EUR,dresses,https://bymerrachi.com/cdn/shop/files/Essential_Dress_Regular_Khaki_BM_F_1107.jpg,https://bymerrachi.com/products/essential-dress-short-khaki,1
,MERRACHI,Essential Dress Short | Chocolate,"Our best-selling Essential Dress is a minimalist, elegant piece featuring a full-length, flowing silhouette with long, wide sleeves and a high neckline, designed for comfort and simplicity, and pairs perfectly with the Essential Abaya and Essential Leggings.",90,EUR,dresses,https://bymerrachi.com/cdn/shop/files/Essential_Dress_Regular_Chocolate_BM_E_1425_c4f1669a-aa12-459e-9951-0d1fefcdf345.jpg,https://bymerrachi.com/products/essential-dress-short-chocolate,1
,MERRACHI,Essential Dress Regular | Dark Brown,"This jersey dress is cut from stretchy jersey that's expertly knitted. It's made with a high neck and long sleeves, then falls to a maxi hem.",90,EUR,dresses,https://bymerrachi.com/cdn/shop/files/Essential_Dress_Regular_Dark_Brown_BM_F_0648_662cadc2-20e3-40f9-9e6c-1c75998e04d0.jpg,https://bymerrachi.com/products/essential-dress-regular-dark-brown,1
,MERRACHI,Essential Dress Short | Mocha,"Our best-selling Essential Dress is a minimalist, elegant piece featuring a full-length, flowing silhouette with long, wide sleeves and a high neckline, designed for comfort and simplicity, and pairs perfectly with the Essential Abaya and Essential Leggings.",90,EUR,dresses,https://bymerrachi.com/cdn/shop/files/EssentialDressRegular_Mocha_BM_F_a0a2ff8b-a596-47ce-95c2-8d3afc5118e3.jpg,https://bymerrachi.com/products/essential-dress-short-mocha-1,1
,MERRACHI,Essential Dress Regular | Mocha,"Our best-selling Essential Dress is a minimalist, elegant piece featuring a full-length, flowing silhouette with long, wide sleeves and a high neckline, designed for comfort and simplicity, and pairs perfectly with the Essential Abaya and Essential Leggings.",90,EUR,dresses,https://bymerrachi.com/cdn/shop/files/EssentialDressRegular_Mocha_BM_F.jpg,https://bymerrachi.com/products/essential-dress-regular-mocha-1,1
,MERRACHI,Essential Dress Regular | Off White,"Our best-selling Essential Dress is a minimalist, elegant piece featuring a full-length, flowing silhouette with long, wide sleeves and a high neckline, designed for comfort and simplicity, and pairs perfectly with the Essential Abaya and Essential Leggings.",90,EUR,dresses,https://bymerrachi.com/cdn/shop/files/EssentialDressRegular_OffWhite_BM_F.jpg,https://bymerrachi.com/products/essential-dress-regular-off-white-1,1
,MERRACHI,Essential Dress Short | Black,"Our best-selling Essential Dress is a minimalist, elegant piece featuring a full-length, flowing silhouette with long, wide sleeves and a high neckline, designed for comfort and simplicity, and pairs perfectly with the Essential Abaya and Essential Leggings.",90,EUR,dresses,https://bymerrachi.com/cdn/shop/files/EssentialDressRegular_Black_BM_F_0d2e9a6e-0024-4e14-9ea9-780c87718433.jpg,https://bymerrachi.com/products/essential-dress-short-black-1,1
,MERRACHI,Essential Dress Regular | Black,"Our best-selling Essential Dress is a minimalist, elegant piece featuring a full-length, flowing silhouette with long, wide sleeves and a high neckline, designed for comfort and simplicity, and pairs perfectly with the Essential Abaya and Essential Leggings.",90,EUR,dresses,https://bymerrachi.com/cdn/shop/files/EssentialDressRegular_Black_BM_F.jpg,https://bymerrachi.com/products/essential-dress-regular-black-1,1
,MERRACHI,Essential Abaya Short | Dark Brown,"Our best-selling Essential Abaya is a refined, minimalist garment with three-quarter length sleeves, a modest full-length silhouette, and no embellishments, offering versatile, understated elegance for both formal and casual occasions. The Essential Abaya is sold separately and does not include the dress shown in the images.",130,EUR,abayas,https://bymerrachi.com/cdn/shop/files/Essential_Abaya_Regular_Dark_Brown_BM_E_0808_a3fb99bf-fcd3-45ed-a9fd-fef8ed83eb7a.jpg,https://bymerrachi.com/products/essential-abaya-short-dark-brown,1
,MERRACHI,Essential Abaya Regular | Khaki,"Our best-selling Essential Abaya is a refined, minimalist garment with three-quarter length sleeves, a modest full-length silhouette, and no embellishments, offering versatile, understated elegance for both formal and casual occasions. The Essential Abaya is sold separately and does not include the dress shown in the images.",130,EUR,abayas,https://bymerrachi.com/cdn/shop/files/Essential_Abaya_Regular_Khaki_BM_F_1223.jpg,https://bymerrachi.com/products/essential-abaya-regular-khaki,1
,MERRACHI,Essential Abaya Regular | Chocolate,"Our best-selling Essential Abaya is a refined, minimalist garment with three-quarter length sleeves, a modest full-length silhouette, and no embellishments, offering versatile, understated elegance for both formal and casual occasions. The Essential Abaya is sold separately and does not include the dress shown in the images.",130,EUR,abayas,https://bymerrachi.com/cdn/shop/files/Essential_Abaya_Regular_Chocolate_BM_F_1449.jpg,https://bymerrachi.com/products/essential-abaya-regular-chocolate,1
,MERRACHI,Essential Abaya Short | Khaki,"Our best-selling Essential Abaya is a refined, minimalist garment with three-quarter length sleeves, a modest full-length silhouette, and no embellishments, offering versatile, understated elegance for both formal and casual occasions. The Essential Abaya is sold separately and does not include the dress shown in the images.",130,EUR,abayas,https://bymerrachi.com/cdn/shop/files/Essential_Abaya_Regular_Khaki_BM_F_1223_d1c69b43-13fe-4388-a9de-08e406ea83c7.jpg,https://bymerrachi.com/products/essential-abaya-short-khaki,1
,MERRACHI,Essential Abaya Short | Chocolate,"Our best-selling Essential Abaya is a refined, minimalist garment with three-quarter length sleeves, a modest full-length silhouette, and no embellishments, offering versatile, understated elegance for both formal and casual occasions. The Essential Abaya is sold separately and does not include the dress shown in the images.",130,EUR,abayas,https://bymerrachi.com/cdn/shop/files/Essential_Abaya_Regular_Chocolate_BM_F_1449_dea212c7-e3ad-4220-9aee-161443bff89b.jpg,https://bymerrachi.com/products/essential-abaya-short-chocolate,1
,MERRACHI,Essential Abaya Regular | Dark Brown,"Our best-selling Essential Abaya is a refined, minimalist garment with three-quarter length sleeves, a modest full-length silhouette, and no embellishments, offering versatile, understated elegance for both formal and casual occasions. The Essential Abaya is sold separately and does not include the dress shown in the images.",130,EUR,abayas,https://bymerrachi.com/cdn/shop/files/Essential_Abaya_Regular_Dark_Brown_BM_F_0757.jpg,https://bymerrachi.com/products/essential-abaya-regular-dark-brown,1
,MERRACHI,Essential Abaya  Short | Black,"Our best-selling Essential Abaya is a refined, minimalist garment with three-quarter length sleeves, a modest full-length silhouette, and no embellishments, offering versatile, understated elegance for both formal and casual occasions. The Essential Abaya is sold separately and does not include the dress shown in the images.",130,EUR,abayas,https://bymerrachi.com/cdn/shop/files/EssentialAbayaRegular_Black_BM_F_3f27e6e5-d1db-49cc-8d9b-9a42945f3df7.jpg,https://bymerrachi.com/products/essential-abaya-short-black-1,1
,MERRACHI,Essential Abaya Regular | Black,"Our best-selling Essential Abaya is a refined, minimalist garment with three-quarter length sleeves, a modest full-length silhouette, and no embellishments, offering versatile, understated elegance for both formal and casual occasions. The Essential Abaya is sold separately and does not include the dress shown in the images.",130,EUR,abayas,https://bymerrachi.com/cdn/shop/files/EssentialAbayaRegular_Black_BM_F_fd9af1c9-f47b-41c2-a34c-af9098d7a963.jpg,https://bymerrachi.com/products/essential-abaya-regular-black-1,1
,MERRACHI,Essential Top | Light Black,"This long sleeve, form-fitted top is perfect for everyday layering and a perfect wardrobe staple.",49,EUR,tops,https://bymerrachi.com/cdn/shop/files/EssentialTop_Black_BM_F_60604ee9-63ad-4620-bf07-22581828f720.jpg,https://bymerrachi.com/products/essential-top-light-black,1
,MISS FM,Satin Textured Scarf,Elevate your look with our satin scarves — a lustrous outside and matte inside for the perfect grip. Available in multiple colors.,4.25,USD,,https://www.missfm.co/cdn/shop/products/IMG_0213_1024x1024.jpg?v=1705437011,https://www.missfm.co/collections/50-off/products/charcoal-satin-scarf,1
,MISS FM,Emmie Shirt in Sandy Brown,"A classic button-down shirt that never loses its charm, offering effortless style and versatility from the office to evenings out. With a crisp collar, sleek buttons, and a perfectly tailored fit, it’s made to impress. Roll up the sleeves, do a casual tuck, or wear it loose.",15,USD,tops,https://www.missfm.co/cdn/shop/products/DSC06958_1024x1024.jpg?v=1664803120,https://www.missfm.co/collections/70-off/products/emmie-shirt,1
,MISS FM,Emmie Shirt in Checkered Leather,"A classic button-down shirt that never loses its charm, offering effortless style and versatility from the office to evenings out. With a crisp collar, sleek buttons, and a perfectly tailored fit, it’s made to impress. Roll up the sleeves, do a casual tuck, or wear it loose.",15,USD,tops,https://www.missfm.co/cdn/shop/products/DSC06739_1024x1024.jpg?v=1737117172,https://www.missfm.co/collections/70-off/products/emmie-shirt-in-checkered-leather,1
,MISS FM,Eva Faux Leather Pant,"Step into sleek sophistication with these straight-leg faux leather pants, featuring bold diagonal side paneling for a striking, modern edge. Designed to elongate and flatter, these pants fuse structure with style, creating a look that’s as powerful as it is polished. Perfect for dressing up or adding a touch of luxe to casual outfits, they’re the ultimate statement piece.",18,USD,,https://www.missfm.co/cdn/shop/products/DSC06621_1024x1024.jpg?v=1664795692,https://www.missfm.co/collections/70-off/products/eva-faux-leather-pant,1
,MISS FM,Ginger Top in Beige,"Unleash your style with this fitted long-sleeve top, featuring thumbholes and a jewel neckline. The eye-catching asymmetrical ruching from the bust to the waist adds a playful twist, enhancing the silhouette with flair. Perfect for making a statement, this top effortlessly blends comfort and chic sophistication. ",23,USD,tops,https://www.missfm.co/cdn/shop/files/IMG_7182_42d465f8-573e-4dda-a312-7f823d837fb2_1024x1024.jpg,https://www.missfm.co/collections/50-off/products/ginger-top,1
,MISS FM,Ginger Top in Black,"Unleash your style with this fitted long-sleeve top, featuring thumbholes and a jewel neckline. The eye-catching asymmetrical ruching from the bust to the waist adds a playful twist, enhancing the silhouette with flair. Perfect for making a statement, this top effortlessly blends comfort and chic sophistication. ",23,USD,tops,https://www.missfm.co/cdn/shop/products/DSC06472_1024x1024.jpg,https://www.missfm.co/collections/50-off/products/ginger-top-in-black,1
,MISS FM,Ginger Top in White,"Unleash your style with this fitted long-sleeve top, featuring thumbholes and a jewel neckline. The eye-catching asymmetrical ruching from the bust to the waist adds a playful twist, enhancing the silhouette with flair. Perfect for making a statement, this top effortlessly blends comfort and chic sophistication. ",23,USD,tops,https://www.missfm.co/cdn/shop/products/DSC06618_cafad23c-8b17-44b2-aa51-8c880f4e570b_1024x1024.jpg,https://www.missfm.co/collections/50-off/products/ginger-top-in-white,1
,MISS FM,Ellie Maxi 1.0,"Elevate your style with Ellie — modest, elegant, and perfect for summer events. Its florentine neckline and long sleeves with pleated sides add timeless grace, while the lightweight, breathable fabric ensures comfort for vacations or resort outings.",24,USD,dresses,https://www.missfm.co/cdn/shop/files/7B1EBFC0-73DC-4189-8AEB-816D7C6D2D7A_1024x1024.jpg?v=1720204504,https://www.missfm.co/collections/70-off/products/ellie-1-0,1
,MISS FM,Oak Cargo Pant,"Oak Cargo — straight-legged Oak pant detailed with pockets on either sides to present a classy cargo-pant look. Made with a soft-to-touch, mildly stretchy, faux matte-suede fabric. Elevate your look with these versatile pants that are sure to become your go-to choice for every occasion.",24,USD,,https://www.missfm.co/cdn/shop/products/DSC06456_1024x1024.jpg,https://www.missfm.co/collections/60-off/products/oak-cargo-pant,1
,MISS FM,Kira 1.0,"Discover the beauty of Kira — unleash your inner girly girl with this stunning faux-corset dress, featuring a feminine v neckline and delightful bubble sleeves adorned with faux button-down details. Perfect for picnics and summer outings, this lightweight and airy dress effortlessly combines elegance with comfort, capturing the essence of Miss FM style. Embrace your femininity and make a bold statement with this enchanting piece.",29,USD,dresses,https://www.missfm.co/cdn/shop/files/IMG_4758_1024x1024.jpg?v=1714083358,https://www.missfm.co/collections/70-off/products/kira-1-0-copy,1
,MISS FM,Demi,"If you love patterns and pattern blocking, this is the dress for you. As a signature feature of our dresses, this dress gives a slimming effect at the waistline with its quirky yet classy details. This dress does not come with a scarf.",30,USD,dresses,https://www.missfm.co/cdn/shop/products/DSC03550_25262c1e-4c13-414e-9e46-4590ddbd5d67_1024x1024.jpg,https://www.missfm.co/collections/60-off/products/demi-us-canada-store,1
,MISS FM,Aya Knit Dress,"Aya — the essence of modest sophistication for the graceful woman. This elegant dress features a simple A line cut with an asymmetrical neckline, delicate ruffles on the hem, and thumb holes to keep sleeves in place, balancing style and modesty for today’s fashion-forward woman.",32,USD,dresses,https://www.missfm.co/cdn/shop/files/FullSizeRender_1024x1024.jpg,https://www.missfm.co/collections/60-off/products/aya-1-0,1
,MISS FM,Jasmine in Black,"An eccentric elevation to your wardrobe. This lightweight dress features flattering slanted flat pleats and long cuffed bubble sleeves, providing stylish coverage for any occasion. The piece that beautifully fuses contemporary design with sophistication.",45,USD,dresses,https://www.missfm.co/cdn/shop/products/IMG_2692_1024x1024.jpg?v=1709085427,https://www.missfm.co/collections/50-off/products/jasmine-dress,1
,MISS FM,Black Knit Skirt Set,"A classic skirt and top duo that defines simplicity. With a sleek cut and classic neckline, this versatile ensemble is the perfect canvas for your creativity. Effortlessly pair it with knee-high boots for a polished look or dress it down with trendy sneakers for a casual vibe. A must-have for the everyday contemporary, fashion-forward woman. ",60,USD,skirts,https://www.missfm.co/cdn/shop/files/07DA4A2F-1AEA-4808-B3AB-0E0BB7C5352A_1024x1024.png,https://www.missfm.co/collections/50-off/products/knit-skirt-coordknitwear-skirt-coord-knitwear-skirt-knitwear-top-knitwear-set,1
,MODEST ESSENTIALS,Rahila Pleated Top - Black,"Soft pleated top with a breezy, flowy silhouette. Slightly oversized fit for effortless modest styling. Wide pleats that add texture without feeling bulky. Easy-to-style essential that pairs beautifully with skirts or trousers",40,USD,tops,https://modestessential.us/cdn/shop/files/IMG_3037.png?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995311&width=800,https://modestessential.us/collections/fall-25/products/yusra-pleated-top-black,
,MODEST ESSENTIALS,Iqra Side Belt Dress - Mauve,"A flattering and versatile dress perfect for both office wear and casual outings. Features a chic side belt tie-up detail that cinches the waist, allowing for an adjustable and customized fit.",50,USD,dresses,https://modestessential.us/cdn/shop/files/IMG_3076.png?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995344&width=800,https://modestessential.us/collections/fall-25/products/erum-side-belt-dress-mauve,
,MODEST ESSENTIALS,Iqra Side Belt Dress - Taupe,"A flattering and versatile dress perfect for both office wear and casual outings. Features a chic side belt tie-up detail that cinches the waist, allowing for an adjustable and customized fit.",50,USD,dresses,https://modestessential.us/cdn/shop/files/M.ENOVEMBER20252.0-2.jpg?crop=region&crop_height=2500&crop_left=100&crop_top=0&crop_width=1675&v=1763995341&width=1875,https://modestessential.us/collections/fall-25/products/erum-side-belt-dress-taupe,
,MODEST ESSENTIALS,Saima Tie-Up Abaya - Brown,"Printed open abaya with a soft A-line silhouette. Slightly oversized fit for easy layering and flow. Delicate front tie-up detail for a feminine touch. Marble print that adds an elegant, elevated finish",50,USD,abayas,https://modestessential.us/cdn/shop/files/IMG_3026.jpg?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995302&width=800,https://modestessential.us/collections/fall-25/products/tanweer-tie-up-abaya-green-copy,
,MODEST ESSENTIALS,Saima Tie-Up Abaya - Green,"Printed open abaya with a soft A-line silhouette. Slightly oversized fit for easy layering and flow. Delicate front tie-up detail for a feminine touch. Marble print that adds an elegant, elevated finish",50,USD,abayas,https://modestessential.us/cdn/shop/files/IMG_3022.jpg?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995300&width=800,https://modestessential.us/collections/fall-25/products/tanweer-tie-up-abaya-green,
,MODEST ESSENTIALS,Saima Tie-Up Abaya - Beige,"Printed open abaya with a soft A-line silhouette. Slightly oversized fit for easy layering and flow. Delicate front tie-up detail for a feminine touch. Marble print that adds an elegant, elevated finish",50,USD,abayas,https://modestessential.us/cdn/shop/files/IMG_3019.jpg?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995298&width=800,https://modestessential.us/collections/fall-25/products/tanweer-tie-up-abaya,
,MODEST ESSENTIALS,Ruhi Pleated Skirt - Black,"Elegant pleated skirt with a soft, flowy fall. Free-size waist designed for a comfortable, flexible fit. Timeless silhouette that pairs effortlessly with modest tops. Lightweight movement for an easy, graceful look",55,USD,skirts,https://modestessential.us/cdn/shop/files/IMG_3031.jpg?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995307&width=800,https://modestessential.us/collections/fall-25/products/pleated-skirt-black,1
,MODEST ESSENTIALS,Ruhi Pleated Skirt - Beige,"Elegant pleated skirt with a soft, flowy fall. Free-size waist designed for a comfortable, flexible fit. Timeless silhouette that pairs effortlessly with modest tops. Lightweight movement for an easy, graceful look",55,USD,skirts,https://modestessential.us/cdn/shop/files/IMG_3033.jpg?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995305&width=800,https://modestessential.us/collections/fall-25/products/pleated-skirt-beige,
,MODEST ESSENTIALS,Alisha Co-ord Set - Taupe,"Chic co-ord set designed for an easy, elevated everyday look. Statement pleated panel at the back for a touch of movement. Relaxed, flowy silhouette that drapes beautifully. Soft, modest, and effortlessly polished",60,USD,,https://modestessential.us/cdn/shop/files/IMG_3083.png?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995333&width=800,https://modestessential.us/collections/fall-25/products/yusra-co-ord-set-taupe,
,MODEST ESSENTIALS,Aamena Drape Dress - Plum,"Flowy drape dress with a soft, sculpted silhouette. Comes with an additional drape piece that falls gracefully over the shoulder. Subtle asymmetry adds movement and dimension. Effortlessly modest and statement-ready",65,USD,dresses,https://modestessential.us/cdn/shop/files/IMG_3069.png?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995339&width=800,https://modestessential.us/collections/fall-25/products/fareeha-drape-dress-plum,1
,MODEST ESSENTIALS,Aamena Drape Dress - Green,"Flowy drape dress with a soft, sculpted silhouette. Comes with an additional drape piece that falls gracefully over the shoulder. Subtle asymmetry adds movement and dimension. Effortlessly modest and statement-ready",65,USD,dresses,https://modestessential.us/cdn/shop/files/IMG_3072.png?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995337&width=800,https://modestessential.us/collections/fall-25/products/amya-drape-dress,1
,MODEST ESSENTIALS,Heena asymmetric Set - Beige,"Chic co-ord set featuring a unique side pleated detail. Asymmetrical hemline adds a sharp, modern edge. Back tie-up for a customizable fit and elevated finish. Comfortable, flowy silhouette perfect for everyday elegance",65,USD,,https://modestessential.us/cdn/shop/files/IMG_3057.png?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995330&width=800,https://modestessential.us/collections/fall-25/products/zafira-co-ord-set-beige,
,MODEST ESSENTIALS,Heena Asymmetric Set - Black,"Chic co-ord set featuring a unique side pleated detail. Asymmetrical hemline adds a sharp, modern edge. Back tie-up for a customizable fit and elevated finish. Comfortable, flowy silhouette perfect for everyday elegance",65,USD,,https://modestessential.us/cdn/shop/files/IMG_3066.png?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995327&width=800,https://modestessential.us/collections/fall-25/products/zafira-co-ord-set-black,
,MODEST ESSENTIALS,Heena Asymmetric Set - Red,"Chic co-ord set featuring a unique side pleated detail. Asymmetrical hemline adds a sharp, modern edge. Back tie-up for a customizable fit and elevated finish. Comfortable, flowy silhouette perfect for everyday elegance",65,USD,,https://modestessential.us/cdn/shop/files/IMG_3062.png?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995323&width=800,https://modestessential.us/collections/fall-25/products/zafira-co-ord-set-red,
,MODEST ESSENTIALS,Rida Jumpsuit Set - Plum,"Elegant full-length jumpsuit designed for effortless movement. Comes with an additional draped skirt overlay for added modesty and style. Soft, structured silhouette that flatters without clinging. Functional design with comfy fit for all-day wear",70,USD,,https://modestessential.us/cdn/shop/files/IMG_3046.png?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995316&width=800,https://modestessential.us/collections/fall-25/products/rida-jumpsuit-set-plum,1
,MODEST ESSENTIALS,Rida Jumpsuit Set - Black,"Elegant full-length jumpsuit designed for effortless movement. Comes with an additional draped skirt overlay for added modesty and style. Soft, structured silhouette that flatters without clinging. Functional design with comfy fit for all-day wear",70,USD,,https://modestessential.us/cdn/shop/files/IMG_3051.png?crop=region&crop_height=1194&crop_left=0&crop_top=2&crop_width=800&v=1763995321&width=800,https://modestessential.us/collections/fall-25/products/rida-jumpsuit-set-black,1
